Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
regulation of calcidiol 1-monooxygenase activity (GO:0060558),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,IL1B
negative regulation of membrane protein ectodomain proteolysis (GO:0051045),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,TIMP1
cardiolipin biosynthetic process (GO:0032049),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,TAMM41
regulation of glucocorticoid receptor signaling pathway (GO:2000322),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,PHB
citrulline metabolic process (GO:0000052),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,ALDH18A1
regulation of metallopeptidase activity (GO:1905048),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,TIMP1
regulation of microglial cell migration (GO:1904139),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,CSF1
regulation of muscle organ development (GO:0048634),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,MTPN
DNA ligation (GO:0006266),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,LIG3
dolichyl diphosphate biosynthetic process (GO:0006489),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,NUS1
dolichyl diphosphate metabolic process (GO:0046465),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,NUS1
regulation of prostaglandin biosynthetic process (GO:0031392),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,IL1B
endothelial cell morphogenesis (GO:0001886),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,MET
regulation of vascular associated smooth muscle cell differentiation (GO:1905063),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,NFATC1
positive regulation of gliogenesis (GO:0014015),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,IL1B
hexose catabolic process (GO:0019320),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,GALK1
positive regulation of icosanoid secretion (GO:0032305),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,IL1B
positive regulation of integrin-mediated signaling pathway (GO:2001046),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,FLNA
positive regulation of intracellular estrogen receptor signaling pathway (GO:0033148),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,PAK1
hyaluronan biosynthetic process (GO:0030213),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,IL1B
ribose phosphate biosynthetic process (GO:0046390),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,PRPS1
ribosomal small subunit export from nucleus (GO:0000056),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,NOP9
RIG-I signaling pathway (GO:0039529),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,PHB
positive regulation of microtubule nucleation (GO:0090063),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,PAK1
SA node cell action potential (GO:0086015),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,SCN5A
serine transport (GO:0032329),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,SFXN1
positive regulation of striated muscle contraction (GO:0045989),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,GSTO1
tRNA threonylcarbamoyladenosine metabolic process (GO:0070525),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,TPRKB
mitochondrial DNA metabolic process (GO:0032042),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,LIG3
positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,IL1B
xenobiotic catabolic process (GO:0042178),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,GSTO1
proline metabolic process (GO:0006560),07-Jan,0.082348755,0.336036047,0,0,13.54595336,33.82142723,ALDH18A1
anaphase-promoting complex-dependent catabolic process (GO:0031145),3/84,0.083394847,0.339392435,0,0,3.02366682,7.511298637,PSMD14;PSME3;PSMD3
negative regulation of Wnt signaling pathway (GO:0030178),5/191,0.085132161,0.345088886,0,0,2.201151752,5.422648258,PSMD14;RUVBL2;PSME3;PSMD3;NFATC1
regulation of microtubule polymerization (GO:0031113),2/40,0.085478267,0.345088886,0,0,4.288386255,10.54725652,PAK1;MET
ribosomal small subunit biogenesis (GO:0042274),2/40,0.085478267,0.345088886,0,0,4.288386255,10.54725652,RIOK1;NOL11
"Wnt signaling pathway, planar cell polarity pathway (GO:0060071)",3/85,0.085703893,0.345088886,0,0,2.986641028,7.337749992,PSMD14;PSME3;PSMD3
nucleobase-containing compound catabolic process (GO:0034655),2/41,0.089164689,0.348053588,0,0,4.178215724,10.09987626,PABPC4;NUDT5
regulation of response to DNA damage stimulus (GO:2001020),2/41,0.089164689,0.348053588,0,0,4.178215724,10.09987626,SMYD2;HMGA2
regulation of viral transcription (GO:0046782),2/41,0.089164689,0.348053588,0,0,4.178215724,10.09987626,GTF2F1;GTF2F2
hexose metabolic process (GO:0019318),2/41,0.089164689,0.348053588,0,0,4.178215724,10.09987626,ADPGK;GALK1
regulation of programmed cell death (GO:0043067),5/194,0.089538757,0.348053588,0,0,2.165880764,5.226451577,HAX1;ACTN1;APEX1;NME2;PHB
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),3/87,0.090402709,0.348053588,0,0,2.915234143,7.006710009,PSMD14;PSME3;PSMD3
regulation of establishment of planar polarity (GO:0090175),3/88,0.092791781,0.348053588,0,0,2.880790823,6.848784071,PSMD14;PSME3;PSMD3
mitochondrial gene expression (GO:0140053),2/42,0.092897458,0.348053588,0,0,4.073553719,9.679818658,MRPS18B;MRPS18A
negative regulation of B cell apoptotic process (GO:0002903),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,NOC2L
negative regulation of cAMP-dependent protein kinase activity (GO:2000480),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,PRKAR2A
atrial cardiac muscle cell to AV node cell signaling (GO:0086026),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,SCN5A
regulation of cardiac muscle cell action potential involved in regulation of contraction (GO:0098909),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,RANGRF
regulation of cytoplasmic translational elongation (GO:1900247),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,DPH5
regulation of establishment of protein localization to mitochondrion (GO:1903747),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,HAX1
negative regulation of vascular associated smooth muscle cell differentiation (GO:1905064),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,NFATC1
peptidyl-proline hydroxylation to 4-hydroxy-L-proline (GO:0018401),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,P4HB
regulation of pattern recognition receptor signaling pathway (GO:0062207),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,ZDHHC5
regulation of protein ADP-ribosylation (GO:0010835),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,PUM3
entry of bacterium into host cell (GO:0035635),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,MET
establishment of protein localization to chromatin (GO:0071169),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,RUVBL2
regulation of stem cell division (GO:2000035),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,SMYD5
regulation of striated muscle tissue development (GO:0016202),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,MTPN
positive regulation of endocytic recycling (GO:2001137),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,EHD1
positive regulation of glial cell migration (GO:1903977),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,CSF1
positive regulation of homotypic cell-cell adhesion (GO:0034112),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,PLAUR
positive regulation of intracellular steroid hormone receptor signaling pathway (GO:0033145),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,PAK1
rRNA base methylation (GO:0070475),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,METTL16
positive regulation of monocyte chemotactic protein-1 production (GO:0071639),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,IL1B
positive regulation of ryanodine-sensitive calcium-release channel activity (GO:0060316),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,GSTO1
U4 snRNA 3'-end processing (GO:0034475),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,EXOSC9
progesterone receptor signaling pathway (GO:0050847),08-Jan,0.093548,0.348053588,0,0,11.61022928,27.50789107,PHB
chromatin organization (GO:0006325),4/142,0.096201101,0.356053098,0,0,2.369323671,5.54733182,PAK1;RUVBL2;HMGA2;NUDT5
negative regulation of proteolysis (GO:0045861),2/43,0.096674905,0.356053098,0,0,3.973997178,9.284852665,DNAJC1;TIMP1
tRNA aminoacylation for protein translation (GO:0006418),2/43,0.096674905,0.356053098,0,0,3.973997178,9.284852665,AIMP2;PPA1
positive regulation of binding (GO:0051099),3/90,0.097647483,0.356053098,0,0,2.814279582,6.547115803,PLAUR;NMD3;MET
protein-DNA complex assembly (GO:0065004),4/143,0.098075439,0.356053098,0,0,2.352158273,5.461754574,PSMD14;PSME3;PSMD3;ORC2
branching morphogenesis of an epithelial tube (GO:0048754),2/44,0.100495395,0.356053098,0,0,3.879181425,8.912975497,PAK1;MET
homotypic cell-cell adhesion (GO:0034109),2/44,0.100495395,0.356053098,0,0,3.879181425,8.912975497,ACTN1;FLNA
intracellular protein transmembrane transport (GO:0065002),2/44,0.100495395,0.356053098,0,0,3.879181425,8.912975497,CHCHD4;TIMM23
mRNA catabolic process (GO:0006402),2/44,0.100495395,0.356053098,0,0,3.879181425,8.912975497,EXOSC9;METTL16
regulation of angiogenesis (GO:0045765),5/203,0.10345143,0.356053098,0,0,2.066480707,4.688127765,IL1B;ADAM12;HMGA2;ANGPTL4;HK2
protein deacetylation (GO:0006476),2/45,0.104357326,0.356053098,0,0,3.788775706,8.562384699,FLNA;PHB
purine nucleobase metabolic process (GO:0006144),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,PRPS1
alpha-amino acid biosynthetic process (GO:1901607),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,ALDH18A1
regulation of cell adhesion molecule production (GO:0060353),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,IL1B
negative regulation of lipase activity (GO:0060192),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,ANGPTL4
CD40 signaling pathway (GO:0023035),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,PHB
regulation of endothelial cell development (GO:1901550),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,IL1B
regulation of epidermis development (GO:0045682),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,NME2
regulation of gap junction assembly (GO:1903596),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,IL1B
negative regulation of smooth muscle cell differentiation (GO:0051151),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,NFATC1
regulation of glial cell proliferation (GO:0060251),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,IL1B
nuclear RNA surveillance (GO:0071027),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,EXOSC9
nucleoside diphosphate catabolic process (GO:0009134),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,NUDT5
nucleoside diphosphate phosphorylation (GO:0006165),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,NME2
nucleoside triphosphate biosynthetic process (GO:0009142),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,NME2
nucleotide phosphorylation (GO:0046939),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,NME2
regulation of mitotic centrosome separation (GO:0046602),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,NSFL1C
ornithine metabolic process (GO:0006591),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,ALDH18A1
phosphatidylglycerol biosynthetic process (GO:0006655),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,TAMM41
positive regulation of autophagy of mitochondrion (GO:1903599),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,CAMKK2
galactose metabolic process (GO:0006012),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,GALK1
positive regulation of ligase activity (GO:0051351),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,AIMP2
interleukin-23-mediated signaling pathway (GO:0038155),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,P4HB
positive regulation of NLRP3 inflammasome complex assembly (GO:1900227),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,DHX33
L-ascorbic acid metabolic process (GO:0019852),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,GSTO1
tetrahydrofolate interconversion (GO:0035999),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,MTHFD2
mesodermal cell differentiation (GO:0048333),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,HMGA2
mitochondrial tRNA modification (GO:0070900),09-Jan,0.104611121,0.356053098,0,0,10.15843621,22.93272475,PUS1
positive regulation of peptidyl-serine phosphorylation (GO:0033138),3/93,0.10511954,0.356983135,0,0,2.720055325,6.127351947,PAK1;HAX1;CD44
interleukin-12-mediated signaling pathway (GO:0035722),2/46,0.10825913,0.359404435,0,0,3.702479339,8.231454161,GSTO1;P4HB
positive regulation of nucleocytoplasmic transport (GO:0046824),2/46,0.10825913,0.359404435,0,0,3.702479339,8.231454161,IL1B;FLNA
positive regulation of response to stimulus (GO:0048584),2/46,0.10825913,0.359404435,0,0,3.702479339,8.231454161,HMGA1;HMGA2
regulation of G2/M transition of mitotic cell cycle (GO:0010389),4/149,0.109674351,0.359404435,0,0,2.254137931,4.982185264,PSMD14;PSME3;PSMD3;PINX1
regulation of cell cycle phase transition (GO:1901987),3/95,0.110222326,0.359404435,0,0,2.660653076,5.867420639,PSMD14;PSME3;PSMD3
response to cytokine (GO:0034097),4/150,0.111665047,0.359404435,0,0,2.238584475,4.907540263,HAX1;IL1B;TIMP1;PTPN12
regulation of DNA binding (GO:0051101),2/47,0.112199268,0.359404435,0,0,3.620018365,7.918713462,PLAUR;HMGA2
telomere organization (GO:0032200),2/47,0.112199268,0.359404435,0,0,3.620018365,7.918713462,APEX1;POLD2
regulation of actin filament-based movement (GO:1903115),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,SCN5A
negative regulation of hormone secretion (GO:0046888),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,IL1B
negative regulation of lymphocyte apoptotic process (GO:0070229),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,NOC2L
negative regulation of peptidyl-lysine acetylation (GO:2000757),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,NOC2L
regulation of endoplasmic reticulum unfolded protein response (GO:1900101),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,COPS5
regulation of granulocyte differentiation (GO:0030852),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,HAX1
negative regulation of telomerase activity (GO:0051974),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,PINX1
negative regulation of transcription by competitive promoter binding (GO:0010944),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,PHB
negative regulation of transmembrane transport (GO:0034763),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,IL1B
regulation of histone phosphorylation (GO:0033127),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,IL1B
chylomicron assembly (GO:0034378),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,P4HB
nuclear mRNA surveillance (GO:0071028),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,EXOSC9
regulation of macrophage migration (GO:1905521),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,CSF1
"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' (GO:0034427)",10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,EXOSC9
cytoplasmic pattern recognition receptor signaling pathway in response to virus (GO:0039528),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,PHB
nucleoside metabolic process (GO:0009116),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,NME4
regulation of protein localization to centrosome (GO:1904779),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,NSFL1C
positive regulation by symbiont of entry into host (GO:0075294),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,P4HB
formation of translation preinitiation complex (GO:0001731),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,DHX29
fructose 6-phosphate metabolic process (GO:0006002),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,HK2
genetic imprinting (GO:0071514),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,PRMT7
rRNA pseudouridine synthesis (GO:0031118),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,GAR1
positive regulation of monocyte differentiation (GO:0045657),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,CSF1
positive regulation of myoblast fusion (GO:1901741),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,EHD1
telomere maintenance in response to DNA damage (GO:0043247),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,APEX1
positive regulation of rRNA processing (GO:2000234),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,RIOK1
urea cycle (GO:0000050),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,SLC25A15
positive regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030949),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,IL1B
positive regulation of viral entry into host cell (GO:0046598),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,P4HB
production of siRNA involved in RNA interference (GO:0030422),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,TSNAX
monocyte activation (GO:0042117),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,CSF1
protein deneddylation (GO:0000338),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,COPS5
protein insertion into ER membrane by stop-transfer membrane-anchor sequence (GO:0045050),10-Jan,0.115539766,0.359404435,0,0,9.029263832,19.48642012,EMC6
cellular response to interleukin-12 (GO:0071349),2/48,0.116176235,0.359909234,0,0,3.541142652,7.622830016,GSTO1;P4HB
nucleus organization (GO:0006997),2/48,0.116176235,0.359909234,0,0,3.541142652,7.622830016,REEP3;WDR73
regulation of peptidyl-serine phosphorylation (GO:0033135),3/98,0.118051238,0.362528133,0,0,2.576239354,5.504487116,PAK1;HAX1;CD44
positive regulation of defense response (GO:0031349),3/98,0.118051238,0.362528133,0,0,2.576239354,5.504487116,IL1B;POLR3G;S100A8
RNA splicing (GO:0008380),3/98,0.118051238,0.362528133,0,0,2.576239354,5.504487116,PRPF3;DDX23;SNRNP48
intracellular protein transport (GO:0006886),7/336,0.118212663,0.362528133,0,0,1.744052428,3.724022906,EHD1;ARF3;SEC23IP;SURF4;XPO5;RANGRF;TNPO3
phosphate-containing compound metabolic process (GO:0006796),5/212,0.11837004,0.362528133,0,0,1.975724132,4.216076028,PAK1;PPA1;NUDT5;NADK;HK2
regulation of interferon-beta production (GO:0032648),2/49,0.120188555,0.362528133,0,0,3.465623352,7.342593601,TRAF3;POLR3G
RNA catabolic process (GO:0006401),2/49,0.120188555,0.362528133,0,0,3.465623352,7.342593601,PABPC4;METTL16
cellular response to interleukin-1 (GO:0071347),4/155,0.1218566,0.362528133,0,0,2.163907285,4.554830817,PSMD14;PSME3;IL1B;PSMD3
positive regulation of NF-kappaB transcription factor activity (GO:0051092),4/155,0.1218566,0.362528133,0,0,2.163907285,4.554830817,MTPN;DHX33;IL1B;S100A8
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),8/404,0.12258891,0.362528133,0,0,1.657250471,3.478434024,NUS1;PAK1;FLRT2;CSF1;ARPC1B;GTF2F1;GTF2F2;MET
regulation of complement activation (GO:0030449),2/50,0.124234782,0.362528133,0,0,3.393250689,7.076902888,IL1B;PHB
positive regulation of cell morphogenesis involved in differentiation (GO:0010770),2/50,0.124234782,0.362528133,0,0,3.393250689,7.076902888,FLNA;P4HB
positive regulation of cell cycle process (GO:0090068),3/101,0.126080855,0.362528133,0,0,2.496993818,5.17085439,NSFL1C;CSPP1;IL1B
actin filament depolymerization (GO:0030042),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,MICAL2
actin filament network formation (GO:0051639),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,ACTN1
protein oxidation (GO:0018158),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,CHCHD4
rDNA heterochromatin assembly (GO:0000183),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,RRP8
calcineurin-NFAT signaling cascade (GO:0033173),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,NFATC1
regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,PLAUR
negative regulation of platelet-derived growth factor receptor signaling pathway (GO:0010642),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,PTPN12
regulation of endocytic recycling (GO:2001135),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,EHD1
regulation of gene expression by genetic imprinting (GO:0006349),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,PRMT7
cellular response to UV-A (GO:0071492),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,TIMP1
regulation of lamellipodium morphogenesis (GO:2000392),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,CD44
regulation of monocyte chemotactic protein-1 production (GO:0071637),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,IL1B
peptidyl-lysine monomethylation (GO:0018026),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,SMYD2
peptidyl-proline hydroxylation (GO:0019511),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,P4HB
regulation of T cell mediated immunity (GO:0002709),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,IL1B
glutamine family amino acid biosynthetic process (GO:0009084),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,ALDH18A1
glutathione biosynthetic process (GO:0006750),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,CNDP2
hepatocyte growth factor receptor signaling pathway (GO:0048012),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,PAK1
positive regulation of macrophage differentiation (GO:0045651),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,CSF1
positive regulation of posttranscriptional gene silencing (GO:0060148),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,XPO5
telomere maintenance via recombination (GO:0000722),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,TPRKB
tetrahydrofolate metabolic process (GO:0046653),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,MTHFD2
mitochondrial protein processing (GO:0034982),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,PMPCA
urate metabolic process (GO:0046415),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,PRPS1
V(D)J recombination (GO:0033151),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,LIG3
protein kinase C-activating G protein-coupled receptor signaling pathway (GO:0007205),11-Jan,0.126335562,0.362528133,0,0,8.125925926,16.81102708,PRKD3
regulation of cell growth (GO:0001558),5/217,0.127074613,0.363960874,0,0,1.928633457,3.978733904,MTPN;EXOSC9;PHB;DNPH1;S100A8
regulation of substrate adhesion-dependent cell spreading (GO:1900024),2/51,0.128313503,0.366817132,0,0,3.323832012,6.824753709,FLNA;P4HB
mitotic sister chromatid segregation (GO:0000070),3/102,0.128800238,0.36751647,0,0,2.47164592,5.065620058,EML4;PINX1;RRS1
cellular response to lipid (GO:0071396),5/219,0.130636907,0.369609082,0,0,1.910413327,3.888328249,IL1B;RUVBL2;CXCL3;CXCL2;CXCL5
cartilage development (GO:0051216),2/52,0.132423329,0.369609082,0,0,3.257190083,6.585228773,HMGA2;CD44
negative regulation of protein metabolic process (GO:0051248),2/52,0.132423329,0.369609082,0,0,3.257190083,6.585228773,FLNA;PHB
positive regulation of protein localization to cell periphery (GO:1904377),2/52,0.132423329,0.369609082,0,0,3.257190083,6.585228773,ZDHHC5;RANGRF
positive regulation of protein localization to plasma membrane (GO:1903078),2/52,0.132423329,0.369609082,0,0,3.257190083,6.585228773,ZDHHC5;RANGRF
"positive regulation of transcription, DNA-templated (GO:0045893)",19/1183,0.134624781,0.369609082,0,0,1.348789614,2.704678951,NME2;HMGA1;HMGA2;NFATC1;RRP1B;PHB;MED4;GTF2F1;CAMKK2;FOSL1;DNAJC2;COPS5;HAX1;DHX33;IL1B;APEX1;RUVBL2;MET;PELP1
cellular macromolecule catabolic process (GO:0044265),2/53,0.136562904,0.369609082,0,0,3.193161562,6.357488663,PABPC4;FBXO17
positive regulation of NIK/NF-kappaB signaling (GO:1901224),2/53,0.136562904,0.369609082,0,0,3.193161562,6.357488663,IL1B;PHB
positive regulation of gene expression (GO:0010628),9/482,0.13678422,0.369609082,0,0,1.561306284,3.105985647,MYBBP1A;CSF1;IL1B;POLR1B;HMGA2;POLR1E;FAM98B;PHB;FAM98A
actin crosslink formation (GO:0051764),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,FLNA
purine nucleotide biosynthetic process (GO:0006164),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,PRPS1
regulation of actin filament depolymerization (GO:0030834),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,MTPN
regulation of B cell apoptotic process (GO:0002902),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,NOC2L
negative regulation of glucose transmembrane transport (GO:0010829),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,IL1B
negative regulation of histone acetylation (GO:0035067),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,NOC2L
calcineurin-mediated signaling (GO:0097720),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,NFATC1
negative regulation of release of sequestered calcium ion into cytosol (GO:0051280),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,GSTO1
negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,GSTO1
chromatin assembly or disassembly (GO:0006333),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,NOC2L
nonribosomal peptide biosynthetic process (GO:0019184),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,CNDP2
regulation of myoblast fusion (GO:1901739),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,EHD1
peptidyl-methionine modification (GO:0018206),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,NAA20
regulation of oxidative stress-induced cell death (GO:1903201),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,P4HB
early endosome to Golgi transport (GO:0034498),12-Jan,0.137000117,0.369609082,0,0,7.386831276,14.68334745,SURF4
